PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime
43.0,47.0,19.0,49.0,1100.0,15.0,0.0,1028.0,-10.8,0.0,S,1.1,Dongsi,2015-02-27 21:00:00
48.0,57.0,17.0,50.0,1300.0,14.0,0.0,1026.0,-8.0,0.0,SSE,3.1,Dongsi,2015-02-27 22:00:00
56.0,67.0,14.0,34.0,1200.0,27.0,0.0,1025.0,-5.4,0.0,S,3.1,Dongsi,2015-02-27 23:00:00
59.0,62.0,10.0,31.0,1100.0,27.0,-1.0,1028.0,-3.2,0.0,SSW,1.2,Dongsi,2015-02-28 00:00:00
50.0,50.0,7.0,26.0,1000.0,28.0,-1.0,1024.0,-4.2,0.1,SW,2.5,Dongsi,2015-02-28 01:00:00
40.0,40.0,8.0,19.0,800.0,26.0,-1.0,1028.0,-3.8,0.0,S,2.9,Dongsi,2015-02-28 02:00:00
37.0,37.0,7.0,17.0,600.0,23.0,-2.0,1023.0,-4.7,0.0,S,1.3,Dongsi,2015-02-28 03:00:00
40.0,40.0,7.0,21.0,700.0,26.0,-2.0,1023.0,-4.3,0.1,SE,1.6,Dongsi,2015-02-28 04:00:00
51.0,51.0,7.0,22.0,900.0,26.0,-2.2,1024.1,-4.5,0.0,S,1.7,Dongsi,2015-02-28 05:00:00
66.0,66.0,6.0,24.0,1300.0,22.0,-2.2,1023.4,-4.7,0.0,SSW,2.3,Dongsi,2015-02-28 06:00:00
80.0,80.0,5.0,28.0,1300.0,14.0,-2.0,1024.0,-4.3,0.0,SW,1.2,Dongsi,2015-02-28 07:00:00
95.0,95.0,5.0,34.0,1100.0,8.0,-1.0,1024.0,-2.7,0.1,SSW,1.1,Dongsi,2015-02-28 08:00:00
115.0,115.0,6.0,31.0,1100.0,10.0,-1.0,1022.0,-2.7,0.4,SSW,1.0,Dongsi,2015-02-28 09:00:00
130.0,130.0,9.0,33.0,1200.0,8.0,-1.0,1020.0,-2.7,0.3,SW,1.2,Dongsi,2015-02-28 10:00:00
61.0,86.0,66.0,34.0,3600.0,11.0,0.0,1022.0,-2.7,0.0,SW,2.0,Dongsi,2015-02-28 11:00:00
61.0,86.0,15.0,32.0,1600.0,21.0,-0.2,1021.8,-1.6,0.0,SW,3.1,Dongsi,2015-02-28 12:00:00
168.0,168.0,19.0,32.0,1600.0,28.0,1.0,1022.0,-3.7,0.0,SW,2.9,Dongsi,2015-02-28 13:00:00
261.0,261.0,18.0,35.0,1800.0,28.0,0.7,1019.5,-3.6,0.0,SW,3.1,Dongsi,2015-02-28 14:00:00
267.0,267.0,17.0,36.0,1800.0,28.0,1.3,1018.9,-4.0,0.0,SSW,2.4,Dongsi,2015-02-28 15:00:00
249.0,249.0,18.0,40.0,1600.0,33.0,1.6,1018.8,-3.7,0.0,WSW,3.3,Dongsi,2015-02-28 16:00:00
246.0,246.0,15.0,40.0,1800.0,33.0,2.0,1016.0,-2.9,0.0,NNE,1.0,Dongsi,2015-02-28 17:00:00
251.0,251.0,13.0,55.0,1900.0,20.0,2.0,1018.0,-2.3,0.0,WSW,1.3,Dongsi,2015-02-28 18:00:00
265.0,265.0,13.0,56.0,1800.0,14.0,1.0,1019.3,-3.1,0.0,WSW,1.8,Dongsi,2015-02-28 19:00:00
265.0,265.0,14.0,68.0,2000.0,6.0,0.2,1020.5,-1.7,0.0,SW,2.4,Dongsi,2015-02-28 20:00:00
269.0,269.0,15.0,63.0,2000.0,5.0,1.0,1020.0,-2.8,0.0,ENE,2.5,Dongsi,2015-02-28 21:00:00
152.0,152.0,11.0,38.0,1400.0,32.0,0.6,1021.0,-4.6,0.0,WNW,1.7,Dongsi,2015-02-28 22:00:00
80.0,545.0,13.0,44.0,800.0,31.0,-0.5,1021.2,-3.9,0.0,E,1.6,Dongsi,2015-02-28 23:00:00
53.0,368.0,5.0,28.0,500.0,46.0,-1.8,1021.0,-4.6,0.0,SE,0.4,Dongsi,2015-03-01 00:00:00
38.0,268.0,4.0,27.0,500.0,46.0,-2.6,1020.8,-5.9,0.0,ESE,0.5,Dongsi,2015-03-01 01:00:00
27.0,174.0,6.0,32.0,700.0,34.0,-2.6,1020.4,-8.3,0.0,WNW,1.0,Dongsi,2015-03-01 02:00:00
24.0,114.0,7.0,30.0,700.0,38.0,1.8,1019.7,-15.3,0.0,WNW,1.9,Dongsi,2015-03-01 03:00:00
20.0,63.0,8.0,32.0,600.0,36.0,-0.9,1019.1,-13.1,0.0,SW,1.0,Dongsi,2015-03-01 04:00:00
15.0,48.0,8.0,48.0,700.0,19.0,-3.2,1018.9,-12.2,0.0,WSW,0.9,Dongsi,2015-03-01 05:00:00
20.0,65.0,9.0,48.0,800.0,19.0,-1.9,1018.7,-13.4,0.0,W,2.1,Dongsi,2015-03-01 06:00:00
61.0,86.0,10.0,47.0,1000.0,44.1252,-2.0,1018.5,-13.2,0.0,WNW,1.4,Dongsi,2015-03-01 07:00:00
73.0,119.0,21.0,61.0,2900.0,8.0,-0.1,1018.6,-10.6,0.0,W,1.2,Dongsi,2015-03-01 08:00:00
96.0,154.0,27.0,56.0,2100.0,17.0,4.2,1018.8,-12.7,0.0,W,3.0,Dongsi,2015-03-01 09:00:00
91.0,137.0,20.0,44.0,1400.0,33.0,6.0,1018.5,-14.2,0.0,WSW,3.6,Dongsi,2015-03-01 10:00:00
65.0,96.0,18.0,35.0,1200.0,49.0,7.6,1017.8,-14.0,0.0,WSW,3.7,Dongsi,2015-03-01 11:00:00
59.0,77.0,16.0,28.0,1000.0,61.0,8.7,1016.7,-15.1,0.0,WSW,5.2,Dongsi,2015-03-01 12:00:00
24.0,24.0,7.0,13.0,500.0,75.0,9.8,1015.3,-15.7,0.0,WSW,4.5,Dongsi,2015-03-01 13:00:00
26.0,29.0,10.0,14.0,600.0,80.0,10.9,1014.0,-15.6,0.0,WSW,3.4,Dongsi,2015-03-01 14:00:00
34.0,35.0,8.0,13.0,600.0,84.0,11.5,1013.0,-16.0,0.0,SW,4.1,Dongsi,2015-03-01 15:00:00
25.0,30.0,8.0,13.0,500.0,85.0,11.5,1012.4,-17.0,0.0,SW,5.0,Dongsi,2015-03-01 16:00:00
22.0,30.0,8.0,15.0,500.0,82.0,11.4,1011.8,-17.1,0.0,SW,3.8,Dongsi,2015-03-01 17:00:00
19.0,56.0,10.0,18.0,500.0,79.0,10.3,1012.2,-16.1,0.0,SW,3.8,Dongsi,2015-03-01 18:00:00
34.0,78.0,12.0,27.0,600.0,70.0,9.3,1012.6,-15.3,0.0,SW,2.6,Dongsi,2015-03-01 19:00:00
43.0,80.0,18.0,46.0,900.0,49.0,8.4,1012.8,-14.6,0.0,SW,2.3,Dongsi,2015-03-01 20:00:00
56.0,100.0,19.0,84.0,1500.0,11.0,6.0,1013.0,-13.1,0.0,SW,1.7,Dongsi,2015-03-01 21:00:00
68.0,101.0,27.0,77.0,2300.0,15.0,6.5,1012.4,-14.3,0.0,WSW,1.4,Dongsi,2015-03-01 22:00:00
74.0,92.0,35.0,78.0,2100.0,12.0,6.6,1011.9,-14.2,0.0,WSW,1.4,Dongsi,2015-03-01 23:00:00
80.0,97.0,40.0,76.0,1500.0,8.0,5.4,1011.3,-14.1,0.0,W,2.1,Dongsi,2015-03-02 00:00:00
85.0,93.0,44.0,78.0,2000.0,5.0,1.7,1010.7,-11.8,0.0,E,1.3,Dongsi,2015-03-02 01:00:00
88.0,88.0,31.0,76.0,2500.0,4.0,0.0,1010.0,-11.1,0.0,NNW,0.3,Dongsi,2015-03-02 02:00:00
91.0,92.0,32.0,77.0,2800.0,4.0,-1.5,1009.4,-10.3,0.0,SE,0.7,Dongsi,2015-03-02 03:00:00
94.0,94.0,29.0,73.0,2000.0,7.0,-2.0,1008.5,-9.0,0.0,E,1.1,Dongsi,2015-03-02 04:00:00
103.0,103.0,35.0,73.0,2900.0,7.0,-2.1,1007.8,-9.5,0.0,NE,1.7,Dongsi,2015-03-02 05:00:00
97.0,106.0,30.0,79.0,3500.0,7.0,-1.2,1008.1,-10.1,0.0,E,1.3,Dongsi,2015-03-02 06:00:00
105.0,113.0,33.0,85.0,3700.0,8.0,-2.7,1008.2,-9.4,0.0,ENE,1.6,Dongsi,2015-03-02 07:00:00
133.0,155.0,39.0,81.0,3500.0,10.0,0.0,1008.6,-8.5,0.0,E,1.3,Dongsi,2015-03-02 08:00:00
155.0,172.0,47.0,81.0,3300.0,12.0,3.0,1008.3,-9.3,0.0,E,1.2,Dongsi,2015-03-02 09:00:00
161.0,184.0,50.0,84.0,2900.0,14.0,5.9,1007.9,-9.6,0.0,NE,1.2,Dongsi,2015-03-02 10:00:00
152.0,187.0,51.0,83.0,2500.0,23.0,8.4,1007.4,-10.0,0.0,E,0.9,Dongsi,2015-03-02 11:00:00
107.0,132.0,46.0,66.0,1700.0,39.0,10.9,1006.3,-11.2,0.0,N,1.6,Dongsi,2015-03-02 12:00:00
74.0,96.0,29.0,40.0,1100.0,57.0,13.3,1005.0,-15.6,0.0,NW,2.7,Dongsi,2015-03-02 13:00:00
42.0,91.0,18.0,14.0,500.0,76.0,13.9,1004.3,-16.2,0.0,NW,6.0,Dongsi,2015-03-02 14:00:00
31.0,93.0,12.0,13.0,400.0,79.0,14.0,1004.4,-16.1,0.0,WNW,5.5,Dongsi,2015-03-02 15:00:00
24.0,101.0,5.0,11.0,300.0,79.0,14.0,1004.4,-15.0,0.0,WNW,5.7,Dongsi,2015-03-02 16:00:00
26.0,104.0,8.0,13.0,300.0,76.0,12.8,1004.5,-15.0,0.0,NW,4.3,Dongsi,2015-03-02 17:00:00
26.0,128.0,5.0,17.0,300.0,68.0,12.1,1005.2,-14.7,0.0,N,3.4,Dongsi,2015-03-02 18:00:00
22.0,140.0,4.0,20.0,300.0,62.0,10.5,1007.1,-14.3,0.0,NNW,3.4,Dongsi,2015-03-02 19:00:00
20.0,83.0,6.0,18.0,400.0,61.0,9.5,1007.9,-14.4,0.0,NNW,4.1,Dongsi,2015-03-02 20:00:00
11.0,55.0,5.0,16.0,400.0,63.0,8.5,1009.4,-14.5,0.0,NNW,3.3,Dongsi,2015-03-02 21:00:00
6.0,45.0,4.0,12.0,300.0,70.0,7.9,1010.5,-16.4,0.0,N,3.5,Dongsi,2015-03-02 22:00:00
8.0,55.0,3.0,11.0,300.0,73.0,7.5,1011.3,-17.5,0.0,N,4.4,Dongsi,2015-03-02 23:00:00
10.0,18.0,3.0,10.0,300.0,73.0,7.0,1012.2,-17.2,0.0,NNW,2.9,Dongsi,2015-03-03 00:00:00
7.0,41.0,3.0,8.0,300.0,74.0,6.7,1012.8,-19.0,0.0,NE,5.3,Dongsi,2015-03-03 01:00:00
5.0,56.0,3.0,7.0,200.0,74.0,5.1,1014.2,-19.5,0.0,N,3.8,Dongsi,2015-03-03 02:00:00
5.0,36.0,3.0,9.0,300.0,70.0,3.9,1015.2,-20.5,0.0,NNE,4.5,Dongsi,2015-03-03 03:00:00
9.0,35.0,4.0,11.0,200.0,69.0,3.3,1015.7,-22.6,0.0,N,4.3,Dongsi,2015-03-03 04:00:00
8.0,20.0,5.0,10.0,300.0,69.0,2.3,1016.6,-24.3,0.0,N,3.6,Dongsi,2015-03-03 05:00:00
3.0,69.0,4.0,10.0,200.0,70.0,1.2,1017.5,-27.2,0.0,N,3.8,Dongsi,2015-03-03 06:00:00
6.0,79.0,5.0,15.0,200.0,63.0,-0.6,1019.4,-24.1,0.0,N,5.2,Dongsi,2015-03-03 07:00:00
11.0,192.0,3.0,11.0,200.0,67.0,-2.1,1021.3,-27.8,0.0,NW,6.5,Dongsi,2015-03-03 08:00:00
13.0,128.0,2.0,10.0,200.0,65.0,-2.3,1022.4,-26.3,0.0,NW,5.4,Dongsi,2015-03-03 09:00:00
10.0,57.0,2.0,11.0,200.0,63.0,-1.1,1023.0,-26.1,0.0,NNW,4.2,Dongsi,2015-03-03 10:00:00
7.0,30.0,3.0,8.0,200.0,66.0,-0.4,1022.8,-26.4,0.0,NNW,5.6,Dongsi,2015-03-03 11:00:00
8.0,8.0,3.0,7.0,200.0,72.0,0.7,1021.9,-25.6,0.0,NNW,5.5,Dongsi,2015-03-03 12:00:00
61.0,6.0,4.0,9.0,300.0,67.0,1.9,1020.7,-26.6,0.0,N,4.6,Dongsi,2015-03-03 13:00:00
9.0,9.0,4.0,9.0,300.0,66.0,2.7,1020.1,-26.0,0.0,NW,5.0,Dongsi,2015-03-03 14:00:00
8.0,14.0,3.0,9.0,200.0,68.0,3.4,1019.3,-24.4,0.0,NW,4.8,Dongsi,2015-03-03 15:00:00
12.0,30.0,3.0,9.0,300.0,70.0,3.5,1019.1,-26.5,0.0,NNW,4.3,Dongsi,2015-03-03 16:00:00
8.0,51.0,3.0,10.0,300.0,68.0,2.9,1019.2,-27.0,0.0,NNE,4.3,Dongsi,2015-03-03 17:00:00
10.0,115.0,3.0,14.0,300.0,62.0,2.2,1019.8,-26.4,0.0,N,4.4,Dongsi,2015-03-03 18:00:00
15.0,116.0,4.0,16.0,400.0,59.0,1.5,1020.7,-26.9,0.0,N,3.0,Dongsi,2015-03-03 19:00:00
16.0,99.0,6.0,19.0,400.0,54.0,1.1,1021.8,-27.2,0.0,N,3.8,Dongsi,2015-03-03 20:00:00
15.0,88.0,5.0,18.0,400.0,55.0,0.7,1022.8,-26.5,0.0,NNE,3.6,Dongsi,2015-03-03 21:00:00
9.0,70.0,6.0,16.0,400.0,57.0,0.2,1023.7,-26.9,0.0,N,3.4,Dongsi,2015-03-03 22:00:00
12.0,47.0,6.0,16.0,400.0,56.0,-0.2,1024.0,-27.2,0.0,NNW,2.4,Dongsi,2015-03-03 23:00:00
12.0,37.0,6.0,15.0,400.0,55.0,-0.5,1024.0,-27.5,0.0,NNW,2.3,Dongsi,2015-03-04 00:00:00
18.0,34.0,6.0,19.0,500.0,48.0,-0.6,1024.2,-25.7,0.0,N,1.6,Dongsi,2015-03-04 01:00:00
16.0,35.0,7.0,23.0,500.0,34.0,-1.0,1024.4,-26.0,0.0,NNW,2.0,Dongsi,2015-03-04 02:00:00
16.0,33.0,8.0,40.0,1000.0,14.0,-1.8,1024.1,-25.1,0.0,NW,1.3,Dongsi,2015-03-04 03:00:00
19.0,31.0,10.0,46.0,600.0,15.0,-1.9,1024.1,-25.2,0.0,WNW,2.6,Dongsi,2015-03-04 04:00:00
20.0,33.0,15.0,46.0,1100.0,14.0,-2.6,1024.3,-25.0,0.0,W,2.6,Dongsi,2015-03-04 05:00:00
17.0,36.0,14.0,46.0,900.0,11.0,-3.0,1024.8,-26.1,0.0,WNW,2.2,Dongsi,2015-03-04 06:00:00
16.0,39.0,18.0,56.0,900.0,7.0,-2.7,1025.4,-25.8,0.0,NW,2.1,Dongsi,2015-03-04 07:00:00
25.0,35.0,20.0,60.0,1100.0,7.0,-1.3,1026.1,-23.3,0.0,ENE,1.7,Dongsi,2015-03-04 08:00:00
20.0,36.0,31.0,45.0,900.0,20.0,0.0,1026.8,-23.6,0.0,E,1.3,Dongsi,2015-03-04 09:00:00
21.0,30.0,22.0,39.0,900.0,23.0,1.4,1026.8,-25.0,0.0,NE,1.0,Dongsi,2015-03-04 10:00:00
17.0,17.0,14.0,30.0,800.0,33.0,3.4,1026.0,-26.6,0.0,WNW,1.8,Dongsi,2015-03-04 11:00:00
12.0,12.0,6.0,15.0,400.0,54.0,3.7,1025.2,-27.7,0.0,NW,1.9,Dongsi,2015-03-04 12:00:00
12.0,12.0,5.0,12.0,400.0,54.0,4.4,1024.0,-28.6,0.0,SSW,2.5,Dongsi,2015-03-04 13:00:00
22.0,22.0,8.0,13.0,500.0,60.0,4.666666667,1024.0,-25.6,0.0,NW,2.6,Dongsi,2015-03-04 14:00:00
28.0,28.0,8.0,13.0,600.0,64.0,5.6,1022.4,-26.2,0.0,WSW,3.0,Dongsi,2015-03-04 15:00:00
27.0,34.0,8.0,12.0,500.0,71.0,5.5,1022.0,-26.3,0.0,SSW,2.9,Dongsi,2015-03-04 16:00:00
23.0,43.0,8.0,13.0,600.0,70.0,5.3,1021.7,-25.1,0.0,WSW,3.0,Dongsi,2015-03-04 17:00:00
32.0,32.0,8.0,15.0,600.0,65.0,4.0,1022.0,-25.0,0.0,SW,2.5,Dongsi,2015-03-04 18:00:00
35.0,50.0,11.0,20.0,600.0,57.0,3.8,1022.8,-25.1,0.0,SW,3.0,Dongsi,2015-03-04 19:00:00
47.0,80.0,14.0,36.0,800.0,44.0,3.3,1023.2,-23.5,0.0,SW,2.3,Dongsi,2015-03-04 20:00:00
54.0,85.0,20.0,57.0,900.0,27.0,3.0,1023.8,-22.0,0.0,SSW,2.4,Dongsi,2015-03-04 21:00:00
71.0,92.0,24.0,75.0,2100.0,11.0,2.3,1024.1,-21.0,0.0,SW,2.5,Dongsi,2015-03-04 22:00:00
88.0,98.0,29.0,74.0,1600.0,10.0,1.7,1024.1,-20.8,0.0,S,1.4,Dongsi,2015-03-04 23:00:00
93.0,105.0,38.0,53.0,1300.0,22.0,1.5,1023.9,-21.0,0.0,WSW,2.4,Dongsi,2015-03-05 00:00:00
111.0,114.0,41.0,50.0,1300.0,22.0,0.1,1024.3,-19.7,0.0,SSW,1.3,Dongsi,2015-03-05 01:00:00
126.0,126.0,27.0,50.0,1400.0,20.0,0.8,1024.4,-20.3,0.0,SSW,1.3,Dongsi,2015-03-05 02:00:00
142.0,142.0,30.0,52.0,1500.0,14.0,-0.7,1024.1,-19.3,0.0,W,0.4,Dongsi,2015-03-05 03:00:00
157.0,157.0,43.0,48.0,1700.0,14.0,-2.6,1023.4,-17.1,0.0,NE,1.3,Dongsi,2015-03-05 04:00:00
153.0,153.0,44.0,59.0,2200.0,8.0,-4.2,1023.3,-16.1,0.0,ENE,1.0,Dongsi,2015-03-05 05:00:00
119.0,119.0,36.0,70.0,3000.0,6.0,-4.8,1023.4,-16.4,0.0,ENE,0.8,Dongsi,2015-03-05 06:00:00
133.0,133.0,43.0,76.0,4000.0,7.0,-5.4,1023.7,-14.5,0.0,NE,1.1,Dongsi,2015-03-05 07:00:00
140.0,140.0,46.0,76.0,3400.0,8.0,-3.2,1024.2,-13.7,0.0,ENE,1.3,Dongsi,2015-03-05 08:00:00
148.0,148.0,51.0,78.0,3500.0,9.0,-0.8,1024.5,-14.7,0.0,E,1.4,Dongsi,2015-03-05 09:00:00
156.0,156.0,52.0,78.0,3200.0,11.0,1.4,1024.4,-15.6,0.0,E,0.9,Dongsi,2015-03-05 10:00:00
163.0,163.0,51.0,72.0,2700.0,18.0,4.3,1023.5,-18.0,0.0,SW,3.3,Dongsi,2015-03-05 11:00:00
125.0,125.0,52.0,44.0,1700.0,42.0,5.5,1022.4,-18.4,0.0,SW,4.1,Dongsi,2015-03-05 12:00:00
117.0,117.0,56.0,33.0,1400.0,56.0,6.8,1021.2,-18.1,0.0,WSW,4.0,Dongsi,2015-03-05 13:00:00
84.0,88.0,44.0,27.0,1200.0,62.0,7.3,1020.0,-18.5,0.0,SW,4.8,Dongsi,2015-03-05 14:00:00
76.0,91.0,43.0,24.0,1100.0,67.0,7.6,1019.2,-18.3,0.0,SSW,3.8,Dongsi,2015-03-05 15:00:00
78.0,90.0,56.0,26.0,1100.0,66.0,7.5,1018.7,-17.5,0.0,SW,4.7,Dongsi,2015-03-05 16:00:00
84.0,94.0,50.0,29.0,1000.0,65.0,7.1,1018.0,-17.1,0.0,SW,3.5,Dongsi,2015-03-05 17:00:00
86.0,101.0,53.0,40.0,1100.0,52.0,6.5,1018.1,-16.9,0.0,SSW,2.8,Dongsi,2015-03-05 18:00:00
99.0,119.0,70.0,49.0,1100.0,44.0,5.7,1018.3,-16.8,0.0,S,1.4,Dongsi,2015-03-05 19:00:00
139.0,178.0,80.0,64.0,1400.0,29.0,5.6,1018.7,-16.9,0.0,SW,2.8,Dongsi,2015-03-05 20:00:00
215.0,267.0,110.0,77.0,1600.0,16.0,5.2,1018.9,-16.6,0.0,SW,3.2,Dongsi,2015-03-05 21:00:00
241.0,275.0,101.0,79.0,2300.0,12.0,4.4,1019.2,-16.1,0.0,SSW,2.3,Dongsi,2015-03-05 22:00:00
222.0,250.0,85.0,66.0,2000.0,17.0,2.7,1019.0,-16.4,0.0,SSE,1.3,Dongsi,2015-03-05 23:00:00
176.0,191.0,62.0,58.0,2100.0,20.0,1.5,1018.5,-16.0,0.0,SSE,0.9,Dongsi,2015-03-06 00:00:00
147.0,147.0,49.0,43.0,1700.0,28.0,-0.5,1018.3,-14.5,0.0,E,1.1,Dongsi,2015-03-06 01:00:00
154.0,154.0,44.0,45.0,1700.0,19.0,-1.4,1018.1,-12.1,0.0,E,1.1,Dongsi,2015-03-06 02:00:00
170.0,170.0,45.0,54.0,1400.0,8.0,-2.1,1017.5,-11.4,0.0,E,1.5,Dongsi,2015-03-06 03:00:00
183.0,183.0,47.0,58.0,1700.0,10.0,-2.6,1017.0,-11.1,0.0,ENE,1.3,Dongsi,2015-03-06 04:00:00
216.0,216.0,53.0,79.0,2800.0,8.0,-2.6,1016.9,-10.9,0.0,ENE,0.9,Dongsi,2015-03-06 05:00:00
209.0,219.0,50.0,78.0,2900.0,8.0,-3.4,1016.9,-10.9,0.0,NE,1.0,Dongsi,2015-03-06 06:00:00
184.0,184.0,53.0,79.0,2600.0,7.0,-4.1,1017.0,-10.1,0.0,NE,1.1,Dongsi,2015-03-06 07:00:00
171.0,171.0,58.0,78.0,2400.0,8.0,-2.0,1017.4,-9.8,0.0,E,1.3,Dongsi,2015-03-06 08:00:00
179.0,179.0,65.0,74.0,2500.0,12.0,0.1,1017.5,-9.9,0.0,ENE,1.4,Dongsi,2015-03-06 09:00:00
195.0,195.0,65.0,70.0,2500.0,16.0,1.6,1017.0,-10.3,0.0,NE,1.4,Dongsi,2015-03-06 10:00:00
205.0,205.0,65.0,76.0,2500.0,20.0,3.7,1016.2,-10.4,0.0,E,0.8,Dongsi,2015-03-06 11:00:00
230.0,230.0,67.0,72.0,2500.0,30.0,4.5,1016.25,-10.2,0.0,NE,1.0,Dongsi,2015-03-06 12:00:00
249.0,249.0,69.0,84.0,2600.0,32.0,7.2,1013.9,-10.1,0.0,SW,1.8,Dongsi,2015-03-06 13:00:00
257.0,257.0,65.0,85.0,2500.0,45.0,7.8,1012.8,-10.6,0.0,SE,2.1,Dongsi,2015-03-06 14:00:00
250.0,250.0,62.0,62.0,2200.0,70.0,8.8,1011.9,-10.7,0.0,S,2.7,Dongsi,2015-03-06 15:00:00
229.0,229.0,62.0,48.0,2000.0,86.0,9.6,1011.4,-10.0,0.0,SSW,1.3,Dongsi,2015-03-06 16:00:00
242.0,242.0,70.0,52.0,2200.0,89.0,9.0,1011.2,-8.6,0.0,SSW,1.4,Dongsi,2015-03-06 17:00:00
269.0,269.0,76.0,62.0,2100.0,76.0,7.7,1011.3,-8.0,0.0,SE,0.8,Dongsi,2015-03-06 18:00:00
284.0,284.0,81.0,80.0,2700.0,58.0,4.9,1011.9,-7.3,0.0,E,0.6,Dongsi,2015-03-06 19:00:00
299.0,299.0,84.0,105.0,3100.0,33.0,3.1,1012.1,-7.4,0.0,E,0.7,Dongsi,2015-03-06 20:00:00
310.0,310.0,86.0,122.0,2900.0,15.0,2.6,1012.5,-7.1,0.0,ENE,0.6,Dongsi,2015-03-06 21:00:00
304.0,304.0,83.0,110.0,2800.0,18.0,2.6,1012.5,-6.8,0.0,NE,1.3,Dongsi,2015-03-06 22:00:00
314.0,314.0,74.0,107.0,3200.0,12.0,1.9,1012.5,-6.4,0.0,NE,1.4,Dongsi,2015-03-06 23:00:00
317.0,317.0,62.0,112.0,4000.0,10.0,0.0,1012.7,-6.6,0.0,NW,1.0,Dongsi,2015-03-07 00:00:00
354.0,354.0,66.0,118.0,4200.0,11.0,-0.2,1013.0,-6.2,0.0,ESE,0.8,Dongsi,2015-03-07 01:00:00
358.0,358.0,75.0,124.0,4500.0,12.0,-0.9,1013.3,-6.3,0.0,SW,0.2,Dongsi,2015-03-07 02:00:00
346.0,346.0,62.0,110.0,4100.0,10.0,-0.5,1013.2,-6.7,0.0,NNW,0.7,Dongsi,2015-03-07 03:00:00
330.0,330.0,59.0,108.0,4100.0,10.0,-1.2,1013.4,-6.7,0.0,E,1.4,Dongsi,2015-03-07 04:00:00
305.0,305.0,59.0,103.0,3600.0,8.0,-1.8,1014.1,-7.3,0.0,NNE,0.8,Dongsi,2015-03-07 05:00:00
281.0,281.0,49.0,91.0,3000.0,7.0,-2.2,1014.5,-7.9,0.0,ESE,0.6,Dongsi,2015-03-07 06:00:00
269.0,269.0,39.0,83.0,3000.0,7.0,-2.6,1015.3,-7.3,0.0,NE,0.7,Dongsi,2015-03-07 07:00:00
250.0,250.0,34.0,82.0,2800.0,7.0,-0.5,1015.9,-6.5,0.0,E,1.2,Dongsi,2015-03-07 08:00:00
251.0,251.0,36.0,82.0,2800.0,9.0,3.5,1016.3,-5.2,0.0,ENE,1.1,Dongsi,2015-03-07 09:00:00
247.0,247.0,48.0,82.0,2500.0,18.0,6.1,1016.6,-5.0,0.0,E,0.9,Dongsi,2015-03-07 10:00:00
251.0,251.0,53.0,86.0,2500.0,28.0,8.3,1015.9,-4.5,0.0,ESE,1.6,Dongsi,2015-03-07 11:00:00
239.0,239.0,47.0,69.0,2200.0,54.0,10.0,1016.0,-3.3,0.0,SE,1.8,Dongsi,2015-03-07 12:00:00
238.0,238.0,46.0,71.0,2200.0,65.0,9.333333333,1015.666667,-4.1,0.0,SE,1.5,Dongsi,2015-03-07 13:00:00
253.0,253.0,47.0,70.0,2300.0,74.0,11.4,1013.9,-4.7,0.0,SE,1.6,Dongsi,2015-03-07 14:00:00
213.0,213.0,37.0,51.0,1700.0,93.0,11.9,1013.5,-4.7,0.0,SE,2.0,Dongsi,2015-03-07 15:00:00
212.0,212.0,35.0,46.0,1700.0,98.0,11.7,1013.2,-4.1,0.0,SSE,2.2,Dongsi,2015-03-07 16:00:00
226.0,226.0,33.0,45.0,1800.0,106.0,11.0,1013.1,-3.2,0.0,SSE,2.2,Dongsi,2015-03-07 17:00:00
226.0,226.0,35.0,51.0,2200.0,93.0,9.9,1013.3,-2.8,0.0,ESE,2.2,Dongsi,2015-03-07 18:00:00
232.0,232.0,38.0,63.0,2100.0,72.0,8.6,1014.0,-2.1,0.0,ESE,1.7,Dongsi,2015-03-07 19:00:00
248.0,248.0,40.0,69.0,2000.0,56.0,6.4,1014.5,-2.2,0.0,ESE,0.8,Dongsi,2015-03-07 20:00:00
264.0,264.0,46.0,81.0,2100.0,35.0,4.9,1015.0,-1.8,0.0,NE,1.1,Dongsi,2015-03-07 21:00:00
273.0,273.0,50.0,88.0,2300.0,24.0,5.1,1015.6,-1.6,0.0,E,0.4,Dongsi,2015-03-07 22:00:00
269.0,269.0,46.0,98.0,2500.0,9.0,3.5,1015.4,-2.1,0.0,E,1.1,Dongsi,2015-03-07 23:00:00
255.0,255.0,47.0,96.0,2400.0,9.0,4.4,1015.1,-2.5,0.0,ESE,1.4,Dongsi,2015-03-08 00:00:00
243.0,243.0,50.0,78.0,2100.0,20.0,2.3,1014.9,-2.4,0.0,ENE,1.3,Dongsi,2015-03-08 01:00:00
232.0,232.0,46.0,80.0,2100.0,13.0,3.857142857,1015.0,-2.0,0.0,NE,1.2,Dongsi,2015-03-08 02:00:00
247.0,247.0,48.0,94.0,1700.0,4.0,1.5,1014.5,-2.6,0.0,NE,1.1,Dongsi,2015-03-08 03:00:00
255.0,255.0,49.0,92.0,2200.0,6.0,0.9,1014.3,-3.0,0.0,ENE,1.2,Dongsi,2015-03-08 04:00:00
258.0,258.0,61.0,100.0,3100.0,6.0,1.8,1014.0,-2.7,0.0,SE,1.7,Dongsi,2015-03-08 05:00:00
